phrase;pinyin;meaning;count;tokenization
你想再喝些啤酒吗？;nǐ xiǎng zài hēxiē píjiǔ ma？;Would you like some more beer?;8;你 想 再 喝些 啤酒 吗 ？
请您再说一遍好吗？;qǐng nín zàishuō yībiàn hǎo ma？;Could you please repeat it once again?;8;请 您 再说 一遍 好 吗 ？
这朵花很美，不是吗？;zhè duǒhuā hěn měi， búshì ma？;This flower is beautiful, isn't it?;8;这 朵花 很 美 ， 不是 吗 ？
他们在花园里种花。;tāmen zài huāyuánlǐ zhònghuā。;They grow flowers in the garden.;8;他们 在 花园里 种花 。
您上学可能会迟到。;nín shàngxué kěnéng huì chídào。;You may be late for school.;8;您 上学 可能 会 迟到 。
你早餐想要吃什么？;nǐ zǎocān xiǎngyào chī shénme？;What do you want for breakfast?;8;你 早餐 想要 吃 什么 ？
这个男孩喜欢绘画。;zhège nánhái xǐhuān huìhuà。;The boy enjoyed painting a picture.;8;这个 男孩 喜欢 绘画 。
这班飞机准时起飞。;zhèbān fēijī zhǔnshí qǐfēi。;The airplane took off on time.;8;这班 飞机 准时 起飞 。
小朋友多是外国人。;xiǎopéngyǒu duō shì wàiguórén。;Most of the kids are foreigners.;8;小朋友 多 是 外国人 。
游客咨询处在哪里?;yóukè zīxúnchù zài nǎlǐ?;Where is the tourist information office?;8;游客 咨询处 在 哪里 ?
会议于下午4点结束。;huìyì yú xiàwǔ 4 diǎn jiéshù。;The meeting ended at 4:00 p.m.;8;会议 于 下午 4 点 结束 。
谁在乎她何时结婚?;shuí zàihū tā héshí jiéhūn?;Who cares when she gets married?;8;谁 在乎 她 何时 结婚 ?
你会用它来做什么？;nǐ huì yòng tā lái zuò shénme？;What will you use it for?;8;你 会 用 它 来 做 什么 ？
你去年住在筱山吗？;nǐ qùnián zhù zài xiǎoshān ma？;Did you live in Sasayama last year?;8;你 去年 住 在 筱山 吗 ？
他说的话不是真的。;tā shuō dehuà búshì zhēnde。;What he said is not true.;8;他 说 的话 不是 真的 。
你不可以妄下结论。;nǐ bù kěyǐ wàng xiàjiélùn。;You must not jump to conclusions.;8;你 不 可以 妄 下结论 。
昨天东京是阴天吗?;zuótiān dōngjīng shì yīntiān ma?;Was it cloudy in Tokyo yesterday?;8;昨天 东京 是 阴天 吗 ?
这座山被雪所覆盖。;zhèzuò shān bèi xuě suǒ fùgài。;That mountain is covered with snow.;8;这座 山 被 雪 所 覆盖 。
在下一个转角右转。;zài xià yígè zhuǎnjiǎo yòuzhuǎn。;Turn right at the next corner.;8;在 下 一个 转角 右转 。
你星期天都做什么？;nǐ xīngqītiān dōu zuò shénme？;What do you do on Sundays?;8;你 星期天 都 做 什么 ？
你周六有什么计划？;nǐ zhōuliù yǒu shénme jìhuà？;Do you have any plans for Saturday?;8;你 周六 有 什么 计划 ？
这些玩具适合女生。;zhèxiē wánjù shìhé nǚshēng。;These toys are suitable for girls.;8;这些 玩具 适合 女生 。
他们决定建一座桥。;tāmen juédìng jiàn yīzuò qiáo。;They decided to build a bridge.;8;他们 决定 建 一座 桥 。
这个节目九点开始。;zhège jiémù jiǔdiǎn kāishǐ。;The program starts at nine o'clock.;8;这个 节目 九点 开始 。
比赛在九点钟结束。;bǐsài zài jiǔdiǎnzhōng jiéshù。;The game ended at nine o'clock.;8;比赛 在 九点钟 结束 。
我必须吃这个药吗？;wǒ bìxū chī zhège yào ma？;Must I take this medicine?;8;我 必须 吃 这个 药 吗 ？
我必须吃这个药吗？;wǒ bìxū chī zhège yào ma？;Do I have to take this medicine?;8;我 必须 吃 这个 药 吗 ？
花园里充满了花朵。;huāyuánlǐ chōngmǎn le huāduǒ。;The garden was filled with flowers.;8;花园里 充满 了 花朵 。
我要安作我的秘书。;wǒyào ānzuò wǒ de mìshū。;I made Ann my secretary.;8;我要 安作 我 的 秘书 。
记者批评了政治家。;jìzhě pīpíng le zhèngzhìjiā。;The reporter criticized the politician.;8;记者 批评 了 政治家 。
他在哪里出生长大？;tā zài nǎlǐ chūshēng zhǎngdà？;Where was he born and raised?;8;他 在 哪里 出生 长大 ？
你的建议有点极端。;nǐ de jiànyì yǒudiǎn jíduān。;Your proposal is a bit extreme.;8;你 的 建议 有点 极端 。
你搭公车上下学吗？;nǐ dāgōngchē shàngxiàxué ma？;Do you go to school by bus?;8;你 搭公车 上下学 吗 ？
你搭公车上下学吗？;nǐ dāgōngchē shàngxiàxué ma？;Do you commute to school by bus?;8;你 搭公车 上下学 吗 ？
孩子们跑下了山丘。;háizi men pǎo xià le shānqiū。;The children ran down the hill.;8;孩子 们 跑 下 了 山丘 。
你应该现在做功课。;nǐ yīnggāi xiànzài zuò gōngkè。;You should do your homework now.;8;你 应该 现在 做 功课 。
这位老人死于饥饿。;zhèwèi lǎorén sǐ yú jīè。;The old man died from hunger.;8;这位 老人 死 于 饥饿 。
我们爬到了半山腰。;wǒmen pá dào le bànshānyāo。;We went halfway up the mountain.;8;我们 爬 到 了 半山腰 。
你给你父母看了吗？;nǐ gěi nǐ fùmǔ kàn le ma？;Did you show it to your parents?;8;你 给 你 父母 看 了 吗 ？
我必须留在医院吗？;wǒ bìxū liúzài yīyuàn ma？;Do I have to stay in the hospital?;8;我 必须 留在 医院 吗 ？
今天的汇率是多少？;jīntiān de huìlǜ shì duōshǎo？;What is the exchange rate today?;8;今天 的 汇率 是 多少 ？
今天的汇率是多少？;jīntiān de huìlǜ shì duōshǎo？;What's the exchange rate today?;8;今天 的 汇率 是 多少 ？
选你最喜欢的颜色。;xuǎn nǐ zuì xǐhuān de yánsè。;Choose the color you like the best.;8;选 你 最 喜欢 的 颜色 。
那本书是一本新书。;nàběnshū shì yīběn xīnshū。;That book is a new book.;8;那本书 是 一本 新书 。
你对批评太敏感了。;nǐ duì pīpíng tài mǐngǎn le。;You are too sensitive to criticism.;8;你 对 批评 太 敏感 了 。
他们没来这里，是吗？;tāmen méi lái zhèlǐ， shì ma？;They didn't come here, did they?;8;他们 没 来 这里 ， 是 吗 ？
你应该永远说实话。;nǐ yīnggāi yǒngyuǎn shuōshíhuà。;You should always tell the truth.;8;你 应该 永远 说实话 。
时钟在壁炉的上方。;shízhōng zài bìlú de shàngfāng。;The clock is above the fireplace.;8;时钟 在 壁炉 的 上方 。
你以前吸烟，不是吗？;nǐ yǐqián xīyān， búshì ma？;You used to smoke, didn't you?;8;你 以前 吸烟 ， 不是 吗 ？
这些花很美，不是吗？;zhèxiē huā hěn měi， búshì ma？;These flowers are beautiful, aren't they?;8;这些 花 很 美 ， 不是 吗 ？
你为什么这么神秘？;nǐ wèishénme zhème shénmì？;Why are you being so secretive?;8;你 为什么 这么 神秘 ？
你为什么这么神秘？;nǐ wèishénme zhème shénmì？;Why are you so secretive?;8;你 为什么 这么 神秘 ？
不要改变你的心意。;búyào gǎibiàn nǐ de xīnyì。;Don't change your mind.;8;不要 改变 你 的 心意 。
为什么她早回家了？;wèishénme tā zǎo huíjiā le？;Why did she come home early?;8;为什么 她 早 回家 了 ？
你想再来些牛肉吗？;nǐ xiǎng zài láixiē niúròu ma？;Would you like some more beef?;8;你 想 再 来些 牛肉 吗 ？
我们对他期望很多。;wǒmen duì tā qīwàng hěnduō。;We expect a lot from him.;8;我们 对 他 期望 很多 。
让我们从第30页开始。;ràng wǒmen cóng dì 30 yè kāishǐ。;Let's begin at page 30.;8;让 我们 从 第 30 页 开始 。
让我们从第30页开始。;ràng wǒmen cóng dì 30 yè kāishǐ。;Let's begin on page 30.;8;让 我们 从 第 30 页 开始 。
这条街铺上了柏油。;zhètiáo jiē pùshàng le bǎiyóu。;The street is paved with asphalt.;8;这条 街 铺上 了 柏油 。
我们应该更小心的。;wǒmen yīnggāi gèng xiǎoxīn de。;We should have been more careful.;8;我们 应该 更 小心 的 。
我们应该更小心的。;wǒmen yīnggāi gèng xiǎoxīn de。;We should've been more careful.;8;我们 应该 更 小心 的 。
汤姆昨晚没吃晚餐。;tāngmǔ zuówǎn méi chī wǎncān。;Tom didn't have dinner last night.;8;汤姆 昨晚 没 吃 晚餐 。
派对在十点钟结束。;pàiduì zài shídiǎnzhōng jiéshù。;The party ended at ten o'clock.;8;派对 在 十点钟 结束 。
火箭发射进入太空。;huǒjiàn fāshè jìnrù tàikōng。;The rocket was launched into space.;8;火箭 发射 进入 太空 。
安没有朋友陪她玩。;ān méiyǒu péngyǒu péi tā wán。;Ann had no friends to play with.;8;安 没有 朋友 陪 她 玩 。
她在夜晚望著月亮。;tā zài yèwǎn wàngzhù yuèliàng。;At night, she gazed at the moon.;8;她 在 夜晚 望著 月亮 。
她在夜晚望著月亮。;tā zài yèwǎn wàngzhù yuèliàng。;She is looking at the moon at night.;8;她 在 夜晚 望著 月亮 。
这座山被雪覆盖著。;zhèzuò shān bèi xuě fùgài zhù。;The mountain was covered with snow.;8;这座 山 被 雪 覆盖 著 。
芬兰的首都叫什么？;fēnlán de shǒudū jiào shénme？;What's the capital city of Finland?;8;芬兰 的 首都 叫 什么 ？
芬兰的首都叫什么？;fēnlán de shǒudū jiào shénme？;What's the capital of Finland?;8;芬兰 的 首都 叫 什么 ？
他们只在白天工作。;tāmen zhǐ zài báitiān gōngzuò。;They work only during the day.;8;他们 只 在 白天 工作 。
你什么时候吃早餐？;nǐ shénme shíhòu chī zǎocān？;What time will you have breakfast?;8;你 什么 时候 吃 早餐 ？
三年后战争开始了。;sānnián hòu zhànzhēng kāishǐ le。;The war began three years later.;8;三年 后 战争 开始 了 。
你的父母没来，是吗？;nǐ de fùmǔ méi lái， shì ma？;Your parents didn't come, did they?;8;你 的 父母 没 来 ， 是 吗 ？
他们选出了新政府。;tāmen xuǎnchū le xīnzhèngfǔ。;They have elected a new government.;8;他们 选出 了 新政府 。
你想再来些酱汁吗？;nǐ xiǎng zài láixiē jiàngzhī ma？;Would you like some more gravy?;8;你 想 再 来些 酱汁 吗 ？
你太太在生你的气。;nǐ tàitài zài shēng nǐ de qì。;Your wife is mad at you.;8;你 太太 在 生 你 的 气 。
汤姆对孩子们生气。;tāngmǔ duì háizi men shēngqì。;Tom got angry at the children.;8;汤姆 对 孩子 们 生气 。
您在教室里吃它吗？;nín zài jiàoshì lǐ chī tā ma？;Do you eat it in the classroom?;8;您 在 教室 里 吃 它 吗 ？
这本书是图书馆的。;zhè běnshū shì túshūguǎn de。;This book belongs to the library.;8;这 本书 是 图书馆 的 。
每条规则都有例外。;měitiáo guīzé dōu yǒu lìwài。;There are exceptions to every rule.;8;每条 规则 都 有 例外 。
汤姆正在拉小提琴。;tāngmǔ zhèngzài lā xiǎotíqín。;Tom is playing the violin now.;8;汤姆 正在 拉 小提琴 。
你应该闭上你的嘴。;nǐ yīnggāi bìshàng nǐ de zuǐ。;You should keep your mouth shut.;8;你 应该 闭上 你 的 嘴 。
你为什么这么早起？;nǐ wèishénme zhème zǎoqǐ？;Why did you get up so early?;8;你 为什么 这么 早起 ？
当然，她接受了邀请。;dāngrán， tā jiēshòu le yāoqǐng。;She naturally accepted the invitation.;8;当然 ， 她 接受 了 邀请 。
当然，她接受了邀请。;dāngrán， tā jiēshòu le yāoqǐng。;Of course, she accepted the invitation.;8;当然 ， 她 接受 了 邀请 。
你真的很高，不是吗？;nǐ zhēnde hěn gāo， búshì ma？;You really are tall, aren't you?;8;你 真的 很 高 ， 不是 吗 ？
你想再喝点咖啡吗？;nǐ xiǎng zài hēdiǎn kāfēi ma？;Would you care for more coffee?;8;你 想 再 喝点 咖啡 吗 ？
你想再喝点咖啡吗？;nǐ xiǎng zài hēdiǎn kāfēi ma？;Would you like more coffee?;8;你 想 再 喝点 咖啡 吗 ？
你打算在哪里留宿？;nǐ dǎsuàn zài nǎlǐ liúsù？;Where are you planning to stay?;8;你 打算 在 哪里 留宿 ？
雨停了我们就会去。;yǔtíng le wǒmen jiù huì qù。;We'll go when it quits raining.;8;雨停 了 我们 就 会 去 。
我父母现在都在家。;wǒ fùmǔ xiànzài dōu zàijiā。;Both my parents are at home now.;8;我 父母 现在 都 在家 。
你为什么需要零钱?;nǐ wèishénme xūyào língqián?;Why do you need change?;8;你 为什么 需要 零钱 ?
他在班上出类拔萃。;tā zài bānshàng chūlèibácuì。;He towers above the rest of the class.;8;他 在 班上 出类拔萃 。
这条绳子能撑多久?;zhè tiáo shéngzi néngchēng duōjiǔ?;How long will this rope hold?;8;这 条 绳子 能撑 多久 ?
会议将于明天举行。;huìyì jiāng yú míngtiān jǔxíng。;The meeting will be held tomorrow.;8;会议 将 于 明天 举行 。
如果你想，你可以来。;rúguǒ nǐ xiǎng， nǐ kěyǐ lái。;You may come if you like.;8;如果 你 想 ， 你 可以 来 。
这个花叫什么名字？;zhège huājiào shénme míngzì？;What do you call this flower?;8;这个 花叫 什么 名字 ？
汤姆和我是好朋友。;tāngmǔ hé wǒ shì hǎo péngyǒu。;Tom and I are good friends.;8;汤姆 和 我 是 好 朋友 。
这辆车很容易操控。;zhèliàng chē hěn róngyì cāokòng。;This car is easy to handle.;8;这辆 车 很 容易 操控 。
他们应该十点前到。;tāmen yīnggāi shídiǎn qiándào。;They should arrive by ten o'clock.;8;他们 应该 十点 前到 。
他们一定是犯错了。;tāmen yídìng shì fàncuò le。;They must have made a mistake.;8;他们 一定 是 犯错 了 。
他们一定是犯错了。;tāmen yídìng shì fàncuò le。;They must've made a mistake.;8;他们 一定 是 犯错 了 。
你必须永远说实话。;nǐ bìxū yǒngyuǎn shuōshíhuà。;You must always tell the truth.;8;你 必须 永远 说实话 。
你介意打开窗户吗?;nǐ jièyì dǎkāi chuānghù ma?;Would you mind opening the window?;8;你 介意 打开 窗户 吗 ?
我们在花园里摘花。;wǒmen zài huāyuánlǐ zhāihuā。;We picked flowers in the garden.;8;我们 在 花园里 摘花 。
日本的人口是多少？;rìběn de rénkǒu shì duōshǎo？;What is the population of Japan?;8;日本 的 人口 是 多少 ？
你参观伦敦塔了吗？;nǐ cānguān lúndūn tǎ le ma？;Did you visit the Tower of London?;8;你 参观 伦敦 塔 了 吗 ？
你院子里有桌子吗?;nǐ yuànzi lǐ yǒu zhuōzi ma?;Do you have a table on the patio?;8;你 院子 里 有 桌子 吗 ?
你应该六点前回家。;nǐ yīnggāi liùdiǎn qián huíjiā。;You should come home before six.;8;你 应该 六点 前 回家 。
十年是很长的时间。;shínián shì hěnzhǎng de shíjiān。;Ten years is a long time.;8;十年 是 很长 的 时间 。
请您稍后再来好吗？;qǐng nín shāohòu zàilái hǎo ma？;Would you please come again later?;8;请 您 稍后 再来 好 吗 ？
请你帮我照相好吗？;qǐng nǐ bāng wǒ zhàoxiàng hǎo ma？;Would you please take my picture?;8;请 你 帮 我 照相 好 吗 ？
他们闯进了珠宝店。;tāmen chuǎngjìn le zhūbǎodiàn。;They broke into the jewelry shop.;8;他们 闯进 了 珠宝店 。
我们必须拔除杂草。;wǒmen bìxū báchú zácǎo。;We have to pull the weeds.;8;我们 必须 拔除 杂草 。
火车十分钟后离开。;huǒchē shífēnzhōng hòu líkāi。;The train leaves in ten minutes.;8;火车 十分钟 后 离开 。
你今天早上非常早。;nǐ jīntiān zǎoshàng fēicháng zǎo。;You are very early this morning.;8;你 今天 早上 非常 早 。
你很适合这份工作。;nǐ hěn shìhé zhèfèn gōngzuò。;You are suitable for the job.;8;你 很 适合 这份 工作 。
他们正在拆这面墙。;tāmen zhèngzài chāi zhè miànqiáng。;They are breaking down the wall.;8;他们 正在 拆 这 面墙 。
访客坐在我的对面。;fǎngkè zuòzài wǒ de duìmiàn。;The visitor sat across from me.;8;访客 坐在 我 的 对面 。
他喜欢找别人的错。;tā xǐhuān zhǎo biérén de cuò。;He likes finding faults in others.;8;他 喜欢 找 别人 的 错 。
汤姆和杰克一样高。;tāngmǔ hé jiékè yīyàng gāo。;Tom is as tall as Jack.;8;汤姆 和 杰克 一样 高 。
安迪约会从不迟到。;āndí yuēhuì cóngbù chídào。;Andy is never late for a date.;8;安迪 约会 从不 迟到 。
你能分辨银和锡吗?;nǐ néng fēnbiàn yínhéxī ma?;Can you distinguish silver from tin?;8;你 能 分辨 银和锡 吗 ?
你能分辨银和锡吗?;nǐ néng fēnbiàn yínhéxī ma?;Can you tell silver and tin apart?;8;你 能 分辨 银和锡 吗 ?
我想跟你叔叔谈谈。;wǒ xiǎng gēn nǐ shūshū tántán。;I want to talk with your uncle.;8;我 想 跟 你 叔叔 谈谈 。
我想跟你叔叔谈谈。;wǒ xiǎng gēn nǐ shūshū tántán。;I want to talk to your uncle.;8;我 想 跟 你 叔叔 谈谈 。
哈雷彗星将在2061回来。;hāléihuìxīng jiāng zài 2061 huílái。;Halley's Comet will come back in 2061.;8;哈雷彗星 将 在 2061 回来 。
他现在在伦敦洽公。;tā xiànzài zài lúndūn qiàgōng。;He is in London on business now.;8;他 现在 在 伦敦 洽公 。
我想再去那里一次。;wǒ xiǎng zài qù nàlǐ yīcì。;I want to go there once more.;8;我 想 再 去 那里 一次 。
他的母亲来接他了。;tā de mǔqīn láijiē tā le。;His mother came to pick him up.;8;他 的 母亲 来接 他 了 。
你们两个无聊胚子！;nǐmen liǎnggè wúliáo pēizi！;You two bored foetuses!;8;你们 两个 无聊 胚子 ！
我不反对你的计划。;wǒ bù fǎnduì nǐ de jìhuà。;I have no objection to your plan.;8;我 不 反对 你 的 计划 。
我明天不会去学校。;wǒ míngtiān búhuì qù xuéxiào。;I will not go to school tomorrow.;8;我 明天 不会 去 学校 。
我常常在河里游泳。;wǒ chángcháng zài hélǐ yóuyǒng。;I often go swimming in the river.;8;我 常常 在 河里 游泳 。
你最喜欢什么气候？;nǐ zuì xǐhuān shénme qìhòu？;What's your favorite climate?;8;你 最 喜欢 什么 气候 ？
我是你的室友，保罗。;wǒ shì nǐ de shìyǒu， bǎoluó。;I'm your flatmate Paul.;8;我 是 你 的 室友 ， 保罗 。
我是你的室友，保罗。;wǒ shì nǐ de shìyǒu， bǎoluó。;I am Paul, your flatmate.;8;我 是 你 的 室友 ， 保罗 。
我是你的室友，保罗。;wǒ shì nǐ de shìyǒu， bǎoluó。;I'm Paul, your roommate.;8;我 是 你 的 室友 ， 保罗 。
我是你的室友，保罗。;wǒ shì nǐ de shìyǒu， bǎoluó。;I'm your roommate Paul.;8;我 是 你 的 室友 ， 保罗 。
我应该把门关上吗?;wǒ yīnggāi bǎmén guānshàng ma?;Shall I close the door?;8;我 应该 把门 关上 吗 ?
一日不见如隔三秋。;yīrìbújiàn rúgésānqiū。;One day apart seems like a separation of three years.;8;一日不见 如隔三秋 。
我忘了会议的日期。;wǒ wàng le huìyì de rìqī。;I forgot the date of the meeting.;8;我 忘 了 会议 的 日期 。
他经常搭公车上学。;tā jīngcháng dāgōngchē shàngxué。;He usually goes to school by bus.;8;他 经常 搭公车 上学 。
我经常搭公车上学。;wǒ jīngcháng dāgōngchē shàngxué。;I usually go to school by bus.;8;我 经常 搭公车 上学 。
他独自住在森林里。;tā dúzì zhù zài sēnlín lǐ。;He lives by himself in the woods.;8;他 独自 住 在 森林 里 。
他独自住在森林里。;tā dúzì zhù zài sēnlín lǐ。;He lives in the woods all by himself.;8;他 独自 住 在 森林 里 。
早餐后我去散步了。;zǎocān hòu wǒ qù sànbù le。;I went for a walk after breakfast.;8;早餐 后 我 去 散步 了 。
他住在松江七年了。;tā zhù zài sōngjiāng qīnián le。;He lived in Matsue for seven years.;8;他 住 在 松江 七年 了 。
他用他的球拍击球。;tāyòng tā de qiúpāi jīqiú。;He hit the ball with his racket.;8;他用 他 的 球拍 击球 。
他不幸找不到工作。;tā bùxìng zhǎo búdào gōngzuò。;He had no luck in finding work.;8;他 不幸 找 不到 工作 。
他来自一个小山城。;tā láizì yígè xiǎo shānchéng。;He came from a tiny mountain town.;8;他 来自 一个 小 山城 。
我身上几乎没有钱。;wǒ shēnshàng jīhū méiyǒu qián。;I have almost no money with me.;8;我 身上 几乎 没有 钱 。
他的办公室在八楼。;tā de bàngōngshì zài bālóu。;His office is on the eighth floor.;8;他 的 办公室 在 八楼 。
我喜欢在乡间散步。;wǒ xǐhuān zài xiāngjiān sànbù。;I like to walk in the country.;8;我 喜欢 在 乡间 散步 。
我听说南西很漂亮。;wǒ tīngshuō nán xī hěnpiàoliàng。;I hear that Nancy is very pretty.;8;我 听说 南 西 很漂亮 。
他住在我们街对面。;tā zhù zài wǒmen jiē duìmiàn。;He lives across the street from us.;8;他 住 在 我们 街 对面 。
你将在日本住多久？;nǐ jiāng zài rìběn zhù duōjiǔ？;How long are you staying in Japan?;8;你 将 在 日本 住 多久 ？
从此以后我自由了。;cóngcǐyǐhòu wǒ zìyóu le。;Now I am free.;8;从此以后 我 自由 了 。
他能解决这个问题。;tā néng jiějué zhège wèntí。;He was able to solve the problem.;8;他 能 解决 这个 问题 。
我在10点左右去睡觉。;wǒ zài 10 diǎn zuǒyòu qù shuìjiào。;I went to sleep about 10 o'clock.;8;我 在 10 点 左右 去 睡觉 。
他把球踢进了球门。;tā bǎ qiú tījìn le qiúmén。;He kicked the ball into the goal.;8;他 把 球 踢进 了 球门 。
他带她出去兜风了。;tā dài tā chūqù dōufēng le。;He took her out for a drive.;8;他 带 她 出去 兜风 了 。
我必须再考一次试。;wǒ bìxū zàikǎo yīcì shì。;I have to take the test again.;8;我 必须 再考 一次 试 。
你将在箱根待多久？;nǐ jiāng zài xiānggēn dài duōjiǔ？;How long will you stay in Hakone?;8;你 将 在 箱根 待 多久 ？
她们买了一盒饼干。;tāmen mǎi le yīhé bǐnggān。;They bought a box of cookies.;8;她们 买 了 一盒 饼干 。
我买了一瓶沙拉油。;wǒ mǎi le yīpíng shālāyóu。;I bought a bottle of salad oil.;8;我 买 了 一瓶 沙拉油 。
我每两天洗一次澡。;wǒ měi liǎngtiān xǐ yīcì zǎo。;I take a bath every other day.;8;我 每 两天 洗 一次 澡 。
我周日哪里也不去。;wǒ zhōurì nǎlǐ yě bù qù。;I am not going anywhere on Sunday.;8;我 周日 哪里 也 不 去 。
我周日哪里也不去。;wǒ zhōurì nǎlǐ yě bù qù。;I don't go anywhere on Sunday.;8;我 周日 哪里 也 不 去 。
他问我为什么在笑。;tā wèn wǒ wèishénme zài xiào。;He asked me why I was laughing.;8;他 问 我 为什么 在 笑 。
他知道如何弹钢琴。;tā zhīdào rúhé tángāngqín。;He knows how to play the piano.;8;他 知道 如何 弹钢琴 。
我能回答这个问题。;wǒnéng huídá zhège wèntí。;I was able to answer the question.;8;我能 回答 这个 问题 。
他开会往往会迟到。;tā kāihuì wǎngwǎng huì chídào。;He tends to be late for meetings.;8;他 开会 往往 会 迟到 。
我要你把窗户打开。;wǒyào nǐ bǎ chuānghù dǎkāi。;I want you to open the window.;8;我要 你 把 窗户 打开 。
我的英文成绩很好。;wǒ de yīngwén chéngjì hěn hǎo。;I got a good grade in English.;8;我 的 英文 成绩 很 好 。
每年滨松有风筝节。;měinián bīnsōng yǒu fēngzhēngjié。;Each year Hamamatsu has a kite festival.;8;每年 滨松 有 风筝节 。
我在冬季总是感冒。;wǒ zài dōngjì zǒngshì gǎnmào。;I always catch colds in the winter.;8;我 在 冬季 总是 感冒 。
我请他把窗户打开。;wǒ qǐng tā bǎ chuānghù dǎkāi。;I asked him to open the window.;8;我 请 他 把 窗户 打开 。
您将在这里待多久？;nín jiāng zài zhèlǐ dài duōjiǔ？;How long will you be staying here?;8;您 将 在 这里 待 多久 ？
他从不在深夜出门。;tā cóngbù zài shēnyè chūmén。;He never goes out late at night.;8;他 从不 在 深夜 出门 。
我相信他是无辜的。;wǒ xiāngxìn tā shì wúgū de。;I am convinced that he is innocent.;8;我 相信 他 是 无辜 的 。
我还没有下定决心。;wǒ hái méiyǒu xiàdìngjuéxīn。;I haven't made up my mind yet.;8;我 还 没有 下定决心 。
我还没有拿定主意。;wǒ hái méiyǒu nádìngzhǔyì。;I haven't made up my mind yet.;8;我 还 没有 拿定主意 。
他没有去，我也没去。;tā méiyǒu qù， wǒ yě méi qù。;He didn't go and I didn't either.;8;他 没有 去 ， 我 也 没 去 。
妈妈有一个咖啡厅。;māmā yǒu yígè kāfēitīng。;Mother has a coffee shop.;8;妈妈 有 一个 咖啡厅 。
我身上带著很多钱。;wǒ shēnshàng dàizhù hěnduō qián。;I have plenty of money with me.;8;我 身上 带著 很多 钱 。
有一天我要去美国。;yǒu yītiān wǒyào qù měiguó。;I want to go to America some day.;8;有 一天 我要 去 美国 。
有一天我要去美国。;yǒu yītiān wǒyào qù měiguó。;I want to go to America someday.;8;有 一天 我要 去 美国 。
你今晚想出去吃吗？;nǐ jīnwǎn xiǎng chūqù chī ma？;Do you want to eat out tonight?;8;你 今晚 想 出去 吃 吗 ？
他等了很长的时间。;tā děng le hěnzhǎng de shíjiān。;He was waiting for a long time.;8;他 等 了 很长 的 时间 。
他十分钟后会回来。;tā shífēnzhōng hòu huì huílái。;He will be back in ten minutes.;8;他 十分钟 后 会 回来 。
他十分钟后会回来。;tā shífēnzhōng hòu huì huílái。;He'll be back in ten.;8;他 十分钟 后 会 回来 。
这辆公车去海滩吗？;zhèliàng gōngchē qù hǎitān ma？;Does this bus go to the beach?;8;这辆 公车 去 海滩 吗 ？
昨晚他的车被偷了。;zuówǎn tā de chē bèi tōu le。;He had his car stolen last night.;8;昨晚 他 的 车 被 偷 了 。
你常常晚餐吃鱼吗？;nǐ chángcháng wǎncān chī yú ma？;Do you often have fish for dinner?;8;你 常常 晚餐 吃 鱼 吗 ？
他到巴黎学习法语。;tā dào bālí xuéxí fǎyǔ。;He went to Paris to study French.;8;他 到 巴黎 学习 法语 。
他有时开车去上班。;tā yǒushí kāichē qù shàngbān。;He sometimes goes to work by car.;8;他 有时 开车 去 上班 。
他以前是个好男孩。;tā yǐqián shì gè hǎo nánhái。;He used to be a nice boy.;8;他 以前 是 个 好 男孩 。
他把球扔过了栅栏。;tā bǎ qiú rēng guò le zhàlán。;He threw a ball over the fence.;8;他 把 球 扔 过 了 栅栏 。
我一点也不要香蕉。;wǒ yìdiǎn yě búyào xiāngjiāo。;I do not want any bananas at all.;8;我 一点 也 不要 香蕉 。
我一点也不要香蕉。;wǒ yìdiǎn yě búyào xiāngjiāo。;I don't want any bananas at all.;8;我 一点 也 不要 香蕉 。
我想我今晚会洗澡。;wǒ xiǎng wǒ jīnwǎn huì xǐzǎo。;I think I'll take a bath tonight.;8;我 想 我 今晚 会 洗澡 。
他从未看不起穷人。;tā cóngwèi kànbùqǐ qióngrén。;He never looks down on poor people.;8;他 从未 看不起 穷人 。
我明天会去打网球。;wǒ míngtiān huì qù dǎwǎngqiú。;I am going to play tennis tomorrow.;8;我 明天 会 去 打网球 。
你会待在日本多久？;nǐ huì dài zài rìběn duōjiǔ？;How long are you staying in Japan?;8;你 会 待 在 日本 多久 ？
你会待在日本多久？;nǐ huì dài zài rìběn duōjiǔ？;How long are you going to stay in Japan?;8;你 会 待 在 日本 多久 ？
你会待在日本多久？;nǐ huì dài zài rìběn duōjiǔ？;How long will you stay in Japan?;8;你 会 待 在 日本 多久 ？
你会待在日本多久？;nǐ huì dài zài rìběn duōjiǔ？;How long will you be in Japan?;8;你 会 待 在 日本 多久 ？
我在厨房里帮妈妈。;wǒ zài chúfáng lǐ bāng māmā。;I helped my mother in the kitchen.;8;我 在 厨房 里 帮 妈妈 。
我把袋子还给了肯。;wǒ bǎ dàizi huángěi le kěn。;I gave the bag back to Ken.;8;我 把 袋子 还给 了 肯 。
我昨晚一夜没阖眼。;wǒ zuówǎn yīyè méi héyǎn。;I didn't sleep a wink last night.;8;我 昨晚 一夜 没 阖眼 。
他星期一总是在家。;tā xīngqīyī zǒngshì zàijiā。;He is always at home on Mondays.;8;他 星期一 总是 在家 。
他星期一总是在家。;tā xīngqīyī zǒngshì zàijiā。;On Mondays, he's always at home.;8;他 星期一 总是 在家 。
